.id,X..i..,date,probe.name,probe.type,probe.value,probe.name.1,probe.type.1,probe.value.1,probe.name.2,probe.type.2,probe.value.2,probe.name.3,probe.type.3,probe.value.3,probe.name.4,probe.type.4,probe.value.4,probe.name.5,probe.type.5,probe.value.5,probe.name.6,probe.type.6,probe.value.6,probe.name.7,probe.type.7,probe.value.7,probe.name.8,probe.type.8,probe.value.8,probe.name.9,probe.type.9,probe.value.9,probe.name.10,probe.type.10,probe.value.10,probe.name.11,probe.type.11,probe.value.11,probe.name.12,probe.type.12,probe.value.12,probe.name.13,probe.type.13,probe.value.13,probe.name.14,probe.type.14,probe.value.14,probe.name.15,probe.type.15,probe.value.15,probe.name.16,probe.type.16,probe.value.16,probe.name.17,probe.type.17,probe.value.17,probe.name.18,probe.type.18,probe.value.18,probe.name.19,probe.type.19,probe.value.19,probe.name.20,probe.type.20,probe.value.20,probe.name.21,probe.type.21,probe.value.21,probe.name.22,probe.type.22,probe.value.22,probe.name.23,probe.type.23,probe.value.23,probe.name.24,probe.type.24,probe.value.24,probe.name.25,probe.type.25,probe.value.25,probe.name.26,probe.type.26,probe.value.26,probe.name.27,probe.type.27,probe.value.27
hostname,apex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
serial,AC5:37399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
timezone,-8.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
record,NA,10/26/2018 13:40:00,Tmp,Temp,12.5,pH,pH,7.04,ORP,ORP,186,Salt,Cond,19.6,Tmp_2,Temp,25.4,pH_2,pH,7.85,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.2,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.1,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,25,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,8,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,119,Tmp_3,Temp,13.5,pH_3,pH,7.98,Tmp_4,Temp,13.2,pH_4,pH,7.80,pHx6,pH,2.15
record,NA,10/26/2018 13:50:00,Tmp,Temp,12.5,pH,pH,6.99,ORP,ORP,188,Salt,Cond,21.6,Tmp_2,Temp,25.2,pH_2,pH,7.30,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.2,Heater_3_4A,Amps,0.0,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,21,Heater_3_4W,pwr,0,Skimmer_3_5W,pwr,1,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,120,Tmp_3,Temp,13.5,pH_3,pH,8.06,Tmp_4,Temp,13.2,pH_4,pH,7.86,pHx6,pH,2.15
record,NA,10/26/2018 14:00:00,Tmp,Temp,12.5,pH,pH,7.01,ORP,ORP,190,Salt,Cond,21.6,Tmp_2,Temp,25.2,pH_2,pH,8.25,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,1,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,120,Tmp_3,Temp,13.5,pH_3,pH,8.19,Tmp_4,Temp,13.2,pH_4,pH,7.93,pHx6,pH,2.15
record,NA,10/26/2018 14:10:00,Tmp,Temp,12.6,pH,pH,6.97,ORP,ORP,190,Salt,Cond,21.6,Tmp_2,Temp,25.2,pH_2,pH,6.32,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,1,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,120,Tmp_3,Temp,13.5,pH_3,pH,8.28,Tmp_4,Temp,13.2,pH_4,pH,7.99,pHx6,pH,2.15
record,NA,10/26/2018 14:20:00,Tmp,Temp,12.6,pH,pH,7.01,ORP,ORP,188,Salt,Cond,21.7,Tmp_2,Temp,25.3,pH_2,pH,6.39,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,0,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,119,Tmp_3,Temp,13.5,pH_3,pH,8.38,Tmp_4,Temp,13.2,pH_4,pH,8.05,pHx6,pH,2.15
record,NA,10/26/2018 14:30:00,Tmp,Temp,12.6,pH,pH,6.97,ORP,ORP,190,Salt,Cond,21.7,Tmp_2,Temp,25.3,pH_2,pH,6.48,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,0,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,119,Tmp_3,Temp,13.5,pH_3,pH,8.45,Tmp_4,Temp,13.2,pH_4,pH,8.08,pHx6,pH,2.15
record,NA,10/26/2018 14:40:00,Tmp,Temp,12.6,pH,pH,6.96,ORP,ORP,190,Salt,Cond,21.7,Tmp_2,Temp,25.3,pH_2,pH,6.57,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,22,Skimmer_3_5W,pwr,0,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,120,Tmp_3,Temp,13.5,pH_3,pH,8.48,Tmp_4,Temp,13.2,pH_4,pH,8.10,pHx6,pH,2.15
record,NA,10/26/2018 14:50:00,Tmp,Temp,12.6,pH,pH,6.96,ORP,ORP,190,Salt,Cond,21.7,Tmp_2,Temp,25.3,pH_2,pH,6.68,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,0,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,119,Tmp_3,Temp,13.5,pH_3,pH,7.77,Tmp_4,Temp,13.2,pH_4,pH,8.12,pHx6,pH,2.15
record,NA,10/26/2018 15:00:00,Tmp,Temp,12.6,pH,pH,6.96,ORP,ORP,190,Salt,Cond,21.7,Tmp_2,Temp,25.2,pH_2,pH,6.79,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,1,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,119,Tmp_3,Temp,13.4,pH_3,pH,7.68,Tmp_4,Temp,13.2,pH_4,pH,8.13,pHx6,pH,2.15
record,NA,10/26/2018 15:10:00,Tmp,Temp,12.6,pH,pH,6.96,ORP,ORP,191,Salt,Cond,21.7,Tmp_2,Temp,25.2,pH_2,pH,6.88,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,0,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,119,Tmp_3,Temp,13.4,pH_3,pH,7.78,Tmp_4,Temp,13.2,pH_4,pH,8.13,pHx6,pH,2.15
record,NA,10/26/2018 15:20:00,Tmp,Temp,12.5,pH,pH,6.95,ORP,ORP,191,Salt,Cond,21.7,Tmp_2,Temp,25.2,pH_2,pH,6.96,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,0,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,120,Tmp_3,Temp,13.4,pH_3,pH,7.84,Tmp_4,Temp,13.2,pH_4,pH,8.13,pHx6,pH,2.15
record,NA,10/26/2018 15:30:00,Tmp,Temp,12.5,pH,pH,6.96,ORP,ORP,192,Salt,Cond,21.7,Tmp_2,Temp,25.2,pH_2,pH,6.97,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,0,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,119,Tmp_3,Temp,13.3,pH_3,pH,7.86,Tmp_4,Temp,13.1,pH_4,pH,8.13,pHx6,pH,2.15
record,NA,10/26/2018 15:40:00,Tmp,Temp,12.5,pH,pH,6.96,ORP,ORP,192,Salt,Cond,21.7,Tmp_2,Temp,25.2,pH_2,pH,7.01,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,0,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,119,Tmp_3,Temp,13.3,pH_3,pH,7.87,Tmp_4,Temp,13.1,pH_4,pH,8.12,pHx6,pH,2.15
record,NA,10/26/2018 15:50:00,Tmp,Temp,12.5,pH,pH,6.97,ORP,ORP,193,Salt,Cond,21.7,Tmp_2,Temp,25.2,pH_2,pH,6.99,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,0,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,120,Tmp_3,Temp,13.3,pH_3,pH,7.86,Tmp_4,Temp,13.1,pH_4,pH,8.11,pHx6,pH,2.15
record,NA,10/26/2018 16:00:00,Tmp,Temp,12.4,pH,pH,6.96,ORP,ORP,193,Salt,Cond,21.7,Tmp_2,Temp,25.2,pH_2,pH,7.00,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,0,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,119,Tmp_3,Temp,13.3,pH_3,pH,7.85,Tmp_4,Temp,13.1,pH_4,pH,8.12,pHx6,pH,2.15
record,NA,10/26/2018 16:10:00,Tmp,Temp,12.4,pH,pH,6.96,ORP,ORP,194,Salt,Cond,21.7,Tmp_2,Temp,25.2,pH_2,pH,7.01,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,0,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,120,Tmp_3,Temp,13.3,pH_3,pH,7.86,Tmp_4,Temp,13.1,pH_4,pH,8.11,pHx6,pH,2.15
record,NA,10/26/2018 16:20:00,Tmp,Temp,12.4,pH,pH,6.96,ORP,ORP,194,Salt,Cond,21.7,Tmp_2,Temp,25.2,pH_2,pH,6.99,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,0,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,119,Tmp_3,Temp,13.3,pH_3,pH,7.83,Tmp_4,Temp,13.1,pH_4,pH,8.11,pHx6,pH,2.15
record,NA,10/26/2018 16:30:00,Tmp,Temp,12.6,pH,pH,6.94,ORP,ORP,197,Salt,Cond,21.8,Tmp_2,Temp,25.4,pH_2,pH,6.97,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,0,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,119,Tmp_3,Temp,13.6,pH_3,pH,7.84,Tmp_4,Temp,13.3,pH_4,pH,8.24,pHx6,pH,2.15
record,NA,10/26/2018 16:40:00,Tmp,Temp,12.6,pH,pH,6.97,ORP,ORP,198,Salt,Cond,21.8,Tmp_2,Temp,25.5,pH_2,pH,6.99,Light1_3_1A,Amps,0.0,Light2_3_2A,Amps,0.0,RetPump_3_3A,Amps,0.0,Heater_3_4A,Amps,0.2,Skimmer_3_5A,Amps,0.0,Pump_3_6A,Amps,0.0,RefLight_3_7,Amps,0.0,Fan_3_8A,Amps,0.0,Light1_3_1W,pwr,0,Light2_3_2W,pwr,0,RetPump_3_3W,pwr,0,Heater_3_4W,pwr,21,Skimmer_3_5W,pwr,0,Pump_3_6W,pwr,0,RefLight_3_7,pwr,0,Fan_3_8W,pwr,0,Volt_3,volts,119,Tmp_3,Temp,13.5,pH_3,pH,7.85,Tmp_4,Temp,13.3,pH_4,pH,8.22,pHx6,pH,2.15
