Meas_num,Date,Label,ID,Treatment,Area,acini_segment,type,hue,saturation,brightness
3,20190221,20190221-020-10X.jpg,_020,Low,28.065,D,zoa,158:265,195:259,90:215
4,20190221,20190221-020-10X.jpg,_020,Low,91.709,D,cytes_zoa,158:275,145:259,90:215
1,20190221,20190221-026-10X.jpg,_026,Low,681.274,A,total_area,NA,NA,NA
2,20190221,20190221-026-10X.jpg,_026,Low,73.695,A,lumen,198:259,120:259,90:215
3,20190221,20190221-026-10X.jpg,_026,Low,167.316,A,zoa,158:265,195:259,90:215
4,20190221,20190221-026-10X.jpg,_026,Low,458.906,A,cytes_zoa,158:275,145:259,90:215
1,20190221,20190221-026-10X.jpg,_026,Low,357.991,B,total_area,NA,NA,NA
2,20190221,20190221-026-10X.jpg,_026,Low,33.668,B,lumen,198:259,120:259,90:215
3,20190221,20190221-026-10X.jpg,_026,Low,97.125,B,zoa,158:265,195:259,90:215
4,20190221,20190221-026-10X.jpg,_026,Low,210.985,B,cytes_zoa,158:275,145:259,90:215
1,20190221,20190221-026-10X.jpg,_026,Low,287.436,C,total_area,NA,NA,NA
2,20190221,20190221-026-10X.jpg,_026,Low,27.634,C,lumen,198:260,120:260,90:215
3,20190221,20190221-026-10X.jpg,_026,Low,84.423,C,zoa,158:285,195:260,90:215
4,20190221,20190221-026-10X.jpg,_026,Low,195.601,C,cytes_zoa,158:295,145:260,90:215
1,20190221,20190221-026-10X.jpg,_026,Low,529.68,D,total_area,NA,NA,NA
2,20190221,20190221-026-10X.jpg,_026,Low,28.363,D,lumen,198:260,120:260,90:215
3,20190221,20190221-026-10X.jpg,_026,Low,113.391,D,zoa,158:285,195:260,90:215
4,20190221,20190221-026-10X.jpg,_026,Low,383.541,D,cytes_zoa,158:295,145:260,90:215
1,20190221,20190221-029-10X.jpg,_029,Low,3266.722,A,total_area,NA,NA,NA
2,20190221,20190221-029-10X.jpg,_029,Low,39.143,A,lumen,198:260,120:260,90:215
3,20190221,20190221-029-10X.jpg,_029,Low,516.863,A,zoa,158:285,195:260,90:215
4,20190221,20190221-029-10X.jpg,_029,Low,2174.125,A,cytes_zoa,158:295,145:260,90:215
1,20190221,20190221-029-10X.jpg,_029,Low,774.345,B,total_area,NA,NA,NA
2,20190221,20190221-029-10X.jpg,_029,Low,32.034,B,lumen,198:260,120:260,90:215
3,20190221,20190221-029-10X.jpg,_029,Low,119.817,B,zoa,158:285,195:260,90:215
4,20190221,20190221-029-10X.jpg,_029,Low,390.911,B,cytes_zoa,158:295,145:260,90:215
1,20190221,20190221-029-10X.jpg,_029,Low,4129.956,C,total_area,NA,NA,NA
2,20190221,20190221-029-10X.jpg,_029,Low,101.548,C,lumen,198:261,120:261,90:215
3,20190221,20190221-029-10X.jpg,_029,Low,449.79,C,zoa,158:305,195:261,90:215
4,20190221,20190221-029-10X.jpg,_029,Low,2154.108,C,cytes_zoa,158:315,145:261,90:215
1,20190221,20190221-029-10X.jpg,_029,Low,589.594,D,total_area,NA,NA,NA
2,20190221,20190221-029-10X.jpg,_029,Low,9.22,D,lumen,198:261,120:261,90:215
3,20190221,20190221-029-10X.jpg,_029,Low,43.507,D,zoa,158:305,195:261,90:215
4,20190221,20190221-029-10X.jpg,_029,Low,388.798,D,cytes_zoa,158:315,145:261,90:215
1,20190221,20190221-038-10X.jpg,_038,Low,284.655,A,total_area,NA,NA,NA
2,20190221,20190221-038-10X.jpg,_038,Low,7.132,A,lumen,198:260,120:260,90:215
3,20190221,20190221-038-10X.jpg,_038,Low,46.114,A,zoa,158:285,195:260,90:215
4,20190221,20190221-038-10X.jpg,_038,Low,179.154,A,cytes_zoa,158:295,145:260,90:215
1,20190221,20190221-038-10X.jpg,_038,Low,164.011,B,total_area,NA,NA,NA
2,20190221,20190221-038-10X.jpg,_038,Low,2.276,B,lumen,198:260,120:260,90:215
3,20190221,20190221-038-10X.jpg,_038,Low,31.625,B,zoa,158:285,195:260,90:215
4,20190221,20190221-038-10X.jpg,_038,Low,107.723,B,cytes_zoa,158:295,145:260,90:215
1,20190221,20190221-038-10X.jpg,_038,Low,183.119,C,total_area,NA,NA,NA
2,20190221,20190221-038-10X.jpg,_038,Low,3.679,C,lumen,198:261,120:261,90:215
3,20190221,20190221-038-10X.jpg,_038,Low,24.825,C,zoa,158:305,195:261,90:215
4,20190221,20190221-038-10X.jpg,_038,Low,105.493,C,cytes_zoa,158:315,145:261,90:215
1,20190221,20190221-038-10X.jpg,_038,Low,33.92,D,total_area,NA,NA,NA
2,20190221,20190221-038-10X.jpg,_038,Low,0,D,lumen,198:261,120:261,90:215
3,20190221,20190221-038-10X.jpg,_038,Low,0,D,zoa,158:305,195:261,90:215
4,20190221,20190221-038-10X.jpg,_038,Low,21.206,D,cytes_zoa,158:315,145:261,90:215
1,20190221,20190221-042-10X.jpg,_042,Ambient,985.764,A,total_area,NA,NA,NA
2,20190221,20190221-042-10X.jpg,_042,Ambient,226.307,A,lumen,198:260,120:260,90:215
3,20190221,20190221-042-10X.jpg,_042,Ambient,266.527,A,zoa,158:285,195:260,90:215
4,20190221,20190221-042-10X.jpg,_042,Ambient,494.418,A,cytes_zoa,158:295,145:260,90:215
1,20190221,20190221-042-10X.jpg,_042,Ambient,1954.516,B,total_area,NA,NA,NA
2,20190221,20190221-042-10X.jpg,_042,Ambient,278.148,B,lumen,198:260,120:260,90:215
3,20190221,20190221-042-10X.jpg,_042,Ambient,424.219,B,zoa,158:285,195:260,90:215
4,20190221,20190221-042-10X.jpg,_042,Ambient,948.747,B,cytes_zoa,158:295,145:260,90:215
1,20190221,20190221-042-10X.jpg,_042,Ambient,1299.463,C,total_area,NA,NA,NA
2,20190221,20190221-042-10X.jpg,_042,Ambient,151.872,C,lumen,198:261,120:261,90:215
3,20190221,20190221-042-10X.jpg,_042,Ambient,267.861,C,zoa,158:305,195:261,90:215
4,20190221,20190221-042-10X.jpg,_042,Ambient,695.496,C,cytes_zoa,158:315,145:261,90:215
1,20190221,20190221-042-10X.jpg,_042,Ambient,1292.283,D,total_area,NA,NA,NA
2,20190221,20190221-042-10X.jpg,_042,Ambient,153.77,D,lumen,198:261,120:261,90:215
3,20190221,20190221-042-10X.jpg,_042,Ambient,357.071,D,zoa,158:305,195:261,90:215
4,20190221,20190221-042-10X.jpg,_042,Ambient,662.235,D,cytes_zoa,158:315,145:261,90:215
1,20190221,20190221-056-10X.jpg,_056,Ambient,345.463,A,total_area,NA,NA,NA
2,20190221,20190221-056-10X.jpg,_056,Ambient,35.873,A,lumen,198:260,120:260,90:215
3,20190221,20190221-056-10X.jpg,_056,Ambient,70.42,A,zoa,158:285,195:260,90:215
4,20190221,20190221-056-10X.jpg,_056,Ambient,213.11,A,cytes_zoa,158:295,145:260,90:215
1,20190221,20190221-056-10X.jpg,_056,Ambient,571.215,B,total_area,NA,NA,NA
2,20190221,20190221-056-10X.jpg,_056,Ambient,20.677,B,lumen,198:260,120:260,90:215
3,20190221,20190221-056-10X.jpg,_056,Ambient,135.203,B,zoa,158:285,195:260,90:215
4,20190221,20190221-056-10X.jpg,_056,Ambient,387.391,B,cytes_zoa,158:295,145:260,90:215
1,20190221,20190221-056-10X.jpg,_056,Ambient,651.806,C,total_area,NA,NA,NA
2,20190221,20190221-056-10X.jpg,_056,Ambient,57.134,C,lumen,198:261,120:261,90:215
3,20190221,20190221-056-10X.jpg,_056,Ambient,277.936,C,zoa,158:305,195:261,90:215
4,20190221,20190221-056-10X.jpg,_056,Ambient,483.41,C,cytes_zoa,158:315,145:261,90:215
1,20190221,20190221-056-10X.jpg,_056,Ambient,352.287,D,total_area,NA,NA,NA
2,20190221,20190221-056-10X.jpg,_056,Ambient,18.486,D,lumen,198:261,120:261,90:215
3,20190221,20190221-056-10X.jpg,_056,Ambient,111.546,D,zoa,158:305,195:261,90:215
4,20190221,20190221-056-10X.jpg,_056,Ambient,250.634,D,cytes_zoa,158:315,145:261,90:215
