"Date","Tank","Treatment","Salinity","Temperature","pH","CO2","pCO2","HCO3","CO3","DIC","TA","Aragonite.Sat"
20190201,"20190201_TANK2","low",28.56,11.99,7.05038925159258,NA,NA,NA,NA,NA,NA,NA
20190201,"20190201_TANK3","amb",28.58,12.07,7.69803058906024,NA,NA,NA,NA,NA,NA,NA
20190201,"20190201_TANK4","amb",28.59,11.95,7.69249180041017,NA,NA,NA,NA,NA,NA,NA
20190201,"20190201_TANK5","low-variable",28.59,12.02,7.65802124305914,NA,NA,NA,NA,NA,NA,NA
20190201,"20190201_TANK6","amb",28.59,12.01,7.71293531240262,NA,NA,NA,NA,NA,NA,NA
20190202,"20190202_TANK1","power_outage",28.37,10.22,6.99948455342686,NA,NA,NA,NA,NA,NA,NA
20190202,"20190202_TANK2","power_outage",28.4,10.35,7.10516376697042,NA,NA,NA,NA,NA,NA,NA
20190202,"20190202_TANK3","power_outage",28.4,10.37,7.10322754479821,NA,NA,NA,NA,NA,NA,NA
20190202,"20190202_TANK5","power_outage",28.41,10.38,7.16180610294367,NA,NA,NA,NA,NA,NA,NA
20190202,"20190202_TANK6","power_outage",28.38,10.37,7.16899771768162,NA,NA,NA,NA,NA,NA,NA
20190203,"20190203_TANK1","low",28.1,11.01,7.02367234171898,NA,NA,NA,NA,NA,NA,NA
20190203,"20190203_TANK2","low",28.23,10.87,7.06378018782986,NA,NA,NA,NA,NA,NA,NA
20190203,"20190203_TANK3","amb",28.25,10.76,7.70190838075963,NA,NA,NA,NA,NA,NA,NA
20190203,"20190203_TANK4","amb",28.21,9.77,7.85437195678201,NA,NA,NA,NA,NA,NA,NA
