"Date","Tank","Treatment","Salinity","Temperature","pH","CO2","pCO2","HCO3","CO3","DIC","TA","Aragonite.Sat"
20190203,"20190203_TANK5","low-variable",28.35,10.86,7.77366018656146,NA,NA,NA,NA,NA,NA,NA
20190203,"20190203_TANK6","amb",28.29,10.82,7.75987349879385,NA,NA,NA,NA,NA,NA,NA
20190204,"20190204_TANK1","low",28.49,10.52,6.97297100436226,NA,NA,NA,NA,NA,NA,NA
20190204,"20190204_TANK2","low",28.45,10.44,6.96293433711631,NA,NA,NA,NA,NA,NA,NA
20190204,"20190204_TANK3","amb",28.37,10.88,7.76685296703011,NA,NA,NA,NA,NA,NA,NA
20190204,"20190204_TANK4","amb",28.36,9.93,7.73423653706258,NA,NA,NA,NA,NA,NA,NA
20190204,"20190204_TANK5","low-variable",28.43,10.74,7.7647894873412,NA,NA,NA,NA,NA,NA,NA
20190204,"20190204_TANK6","amb",28.44,10.77,7.77689659958245,NA,NA,NA,NA,NA,NA,NA
20190205,"20190205_TANK1","low",28.58,11.84,7.03639368395078,180.561894526434,4227.65375676722,1962.34837246975,11.9817553788268,2154.89202237501,1992.190558,0.186088817209167
20190205,"20190205_TANK2","low",28.51,11.84,7.0346252805629,181.163920366795,4240.05822537733,1959.31758878543,11.8927546088328,2152.37426376106,1988.936868,0.184731525481446
20190205,"20190205_TANK3","amb",28.5,11.8,7.78489265349869,30.157417354731,704.862679137626,1833.21450031282,62.498104881646,1925.87002254919,1989.280939,0.970701158299022
20190205,"20190205_TANK4","amb",28.5,11.3,7.74463896186144,33.7534112991196,776.268895312974,1846.98407454996,56.2841429264555,1937.02162877553,1987.682298,0.873001075360634
20190205,"20190205_TANK5","low-variable",28.49,11.73,7.78039820648447,NA,NA,NA,NA,NA,NA,NA
20190205,"20190205_TANK6","amb",28.47,11.63,7.77447916646954,NA,NA,NA,NA,NA,NA,NA
20190206,"20190206_TANK1","low",29.51,11.92,7.01644552227804,NA,NA,NA,NA,NA,NA,NA
20190206,"20190206_TANK2","low",29.26,11.78,6.96266109823005,NA,NA,NA,NA,NA,NA,NA
20190206,"20190206_TANK3","amb",29.87,11.77,7.68265103251653,NA,NA,NA,NA,NA,NA,NA
20190206,"20190206_TANK4","amb",29.26,11.4,7.68097401028117,NA,NA,NA,NA,NA,NA,NA
20190206,"20190206_TANK5","low-variable",29.29,11.67,7.69424997533295,NA,NA,NA,NA,NA,NA,NA
20190206,"20190206_TANK6","amb",29.26,11.56,7.69179472820122,NA,NA,NA,NA,NA,NA,NA
20190207,"20190207_TANK1","low",29.13,11.77,6.97065770630312,NA,NA,NA,NA,NA,NA,NA
20190207,"20190207_TANK2","low",29.12,11.82,6.97391397384866,NA,NA,NA,NA,NA,NA,NA
20190207,"20190207_TANK3","amb",29.13,11.97,7.68894680525792,NA,NA,NA,NA,NA,NA,NA
20190207,"20190207_TANK4","amb",29.18,11.71,7.67160203167962,NA,NA,NA,NA,NA,NA,NA
20190207,"20190207_TANK5","low-variable",2911,11.87,7.68268772372133,NA,NA,NA,NA,NA,NA,NA
20190207,"20190207_TANK6","amb",29.12,11.91,7.68943503796627,NA,NA,NA,NA,NA,NA,NA
20190209,"20190209_TANK1","low",28.95,11.45,6.99772210099901,200.644549949604,4648.95962479324,1983.84918456495,11.0198006681051,2195.51353518266,2011.286682,0.170842726613984
20190209,"20190209_TANK1_2","low",28.95,11.45,6.99772210099901,NA,NA,NA,NA,NA,NA,NA
20190209,"20190209_TANK2","low",28.85,11.82,6.9986198899676,197.703976227786,4633.17128142007,1974.73788817817,11.1227016625666,2183.56456606852,2002.427519,0.172644304740865
20190209,"20190209_TANK2_2","low",28.85,11.82,6.9986198899676,NA,NA,NA,NA,NA,NA,NA
20190209,"20190209_TANK3","amb",28.81,11.7,7.74610996569471,33.3492420941054,778.333528771343,1855.99896001367,58.1142389699686,1947.46244107774,2001.195307,0.901816698985396
20190209,"20190209_TANK3_2","amb",28.81,11.7,7.74610996569471,NA,NA,NA,NA,NA,NA,NA
20190209,"20190209_TANK4","amb",28.85,11.09,7.72015986424636,36.2185616810628,828.955055470757,1870.8479258952,53.9383135284511,1961.00480110472,2005.712695,0.835602134114638
20190209,"20190209_TANK4_2","amb",28.85,11.09,7.72015986424636,NA,NA,NA,NA,NA,NA,NA
20190214,"20190214_TANK1","low",27.86,11.68,7.08201912862735,NA,NA,NA,NA,NA,NA,NA
20190214,"20190214_TANK2","low",27.96,12.38,6.99274805428374,NA,NA,NA,NA,NA,NA,NA
20190214,"20190214_TANK3","amb",27.95,13.37,7.70106443323247,36.0942222928298,883.98634435859,1867.89902299209,54.9990450058949,1958.99229029082,2004.375981,0.859130415405818
20190214,"20190214_TANK4","amb",27.95,12.54,7.70010721926037,37.015881831526,883.116582979549,1873.16240318643,53.2894095183251,1963.46769453628,2005.547331,0.830291995651795
20190214,"20190214_TANK5","low-variable",27.96,12.1,7.73441522773429,34.4140112005018,809.641233260675,1864.56762703927,56.4461432095386,1955.42778144931,2004.892616,0.878317987229744
20190214,"20190214_TANK6","amb",27.96,11.68,7.73492653612491,NA,NA,NA,NA,NA,NA,NA
20190218,"20190218_TANK1","amb",28.18,11.63,7.79563145504024,29.9094130920317,693.979585247557,1848.92960394306,63.6456396861876,1942.48465672128,2007.365297,0.988639369937661
20190218,"20190218_TANK2","amb",28.25,10.95,7.83329056445056,27.6840255581482,628.57221703807,1836.32199092231,67.2538087764806,1931.25982525694,2004.004129,1.04264296346636
20190218,"20190218_TANK3","amb",28.27,11.05,7.77772377039931,31.8020069273313,724.514362153213,1861.24262072102,60.2467212345288,1953.29134888288,2011.36516,0.934225522142847
20190218,"20190218_TANK4","amb",28.29,11.26,7.7942379126001,30.2729254335019,694.486155057,1850.5909033873,62.7698721629635,1943.63370098377,2007.023882,0.97386208867575
20190218,"20190218_TANK5","amb",28.29,11.2,7.77863467495233,31.4721389668026,720.591021038174,1853.21112167576,60.4983747404099,1945.18163538298,2004.049894,0.938469411759597
20190218,"20190218_TANK6","amb",28.27,11.08,7.77755144119178,31.7133579659043,723.201336525322,1856.71998820752,60.147044991111,1948.58039116454,2006.657692,0.932753938578556
20190312,"20190312_TANK5","low-variable",28.53,11.48,8.04388791851548,NA,NA,NA,NA,NA,NA,NA
20190312,"20190312_TANK6","amb",28.56,11.38,8.01677897707636,NA,NA,NA,NA,NA,NA,NA
20190316,"20190316_TANK5","low-variable",28.52,11.44,7.92694436567317,NA,NA,NA,NA,NA,NA,NA
20190316,"20190316_TANK6","amb",28.55,11.5,7.899815420742,NA,NA,NA,NA,NA,NA,NA
20190318,"20190318_TANK5","low-variable",28.73,11.76,7.88945650308544,NA,NA,NA,NA,NA,NA,NA
20190318,"20190318_TANK6","amb",28.68,11.74,7.8755349067977,NA,NA,NA,NA,NA,NA,NA
20190319,"20190319_TANK5","low-variable",28.75,11.98,7.88033374999043,NA,NA,NA,NA,NA,NA,NA
20190319,"20190319_TANK6","amb",28.75,11.88,7.86548100426438,NA,NA,NA,NA,NA,NA,NA
